LABEL,"SVC(C=0.1, gamma=1)",GaussianNB(),"LogisticRegression(C=10, solver='liblinear')",DecisionTreeClassifier(criterion='entropy'),RandomForestClassifier()
12914,True,False,,True,True,True
12915,True,False,,True,True,True
12916,True,False,,True,True,True
12917,True,False,,False,True,True
12918,True,False,,True,True,True
12919,True,False,,True,True,True
12920,True,False,,True,True,True
12921,True,False,,True,True,True
12922,True,False,,True,True,True
12923,True,False,,True,True,True
12924,True,False,,True,True,True
12925,True,False,,True,True,True
12926,True,False,,True,True,True
12927,True,False,,True,True,True
12928,True,False,,True,True,True
12929,True,False,,True,True,True
12930,True,False,,True,True,True
12931,True,False,,True,True,True
12932,True,False,,True,True,True
12933,True,False,,True,True,True
12934,True,False,,True,True,True
12935,True,False,,True,True,True
12936,True,False,,True,True,True
12937,True,False,,True,True,True
12938,True,False,,True,True,True
12939,True,False,,True,True,True
12940,True,False,,True,True,True
12941,True,False,,True,True,True
12942,True,False,,True,True,True
12943,True,False,,True,True,True
12944,True,False,,True,True,True
12945,True,False,,True,True,True
12946,True,False,,True,True,True
12947,True,False,,True,True,True
12948,True,False,,True,True,True
12949,True,False,,True,True,True
12950,True,False,,True,True,True
12951,True,False,,True,True,True
12952,True,False,,True,True,True
12953,True,False,,True,True,True
12954,True,False,,True,True,True
12955,True,False,,True,True,True
12956,True,False,,True,True,True
12957,True,False,,True,True,True
12958,True,False,,True,True,True
12959,True,False,,True,True,True
12960,True,False,,True,True,True
12961,True,False,,True,True,True
12962,True,False,,True,True,True
12963,True,False,,True,True,True
12964,True,False,,True,True,True
12965,True,False,,True,True,True
12966,True,False,,True,True,True
12967,True,False,,True,True,True
12968,True,False,,True,True,True
12969,True,False,,True,True,True
12970,True,False,,True,True,True
12971,True,False,,True,True,True
12972,True,False,,True,True,True
12973,True,False,,True,True,True
12974,True,False,,True,True,True
12975,True,False,,True,True,True
12976,True,False,,True,True,True
12977,True,False,,True,True,True
12978,True,False,,True,True,True
12979,True,False,,True,True,True
12980,True,False,,True,True,True
12981,True,False,,True,True,True
12982,True,False,,True,True,True
12983,True,False,,True,True,True
12984,True,False,,True,True,True
12985,True,False,,True,True,True
12986,True,False,,True,True,True
12987,True,False,,True,True,True
12988,True,False,,True,True,True
12989,True,False,,True,True,True
12990,True,False,,True,True,True
12991,True,False,,True,True,True
12992,True,False,,True,True,True
12993,True,False,,True,True,True
12994,True,False,,True,True,True
12995,True,False,,True,True,True
12996,True,False,,True,True,True
12997,True,False,,True,True,True
12998,True,False,,True,True,True
12999,True,False,,True,True,True
13000,True,False,,True,True,True
13001,True,False,,True,True,True
13002,True,False,,True,True,True
13003,True,False,,True,True,True
13004,True,False,,True,True,True
13005,True,False,,True,True,True
13006,True,False,,True,True,True
13007,True,False,,True,True,True
13008,True,False,,True,True,True
13009,True,False,,True,True,True
13010,True,False,,True,True,True
13011,True,False,,True,True,True
13012,True,False,,True,True,True
13013,True,False,,True,True,True
13014,True,False,,True,True,True
13015,True,False,,True,True,True
13016,True,False,,True,True,True
13017,True,False,,True,True,True
13018,True,False,,True,True,True
13019,True,False,,True,True,True
13020,True,False,,True,True,True
13021,True,False,,True,True,True
13022,True,False,,True,True,True
13023,True,False,,True,True,True
13024,True,False,,True,True,True
13025,True,False,,True,True,True
13026,True,False,,True,True,True
13027,True,False,,True,True,True
13028,True,False,,True,True,True
13029,True,False,,True,True,True
13030,True,False,,True,True,True
13031,True,False,,True,True,True
13032,True,False,,True,True,True
13033,True,False,,True,True,True
13034,True,False,,True,True,True
13035,True,False,,True,True,True
13036,True,False,,True,True,True
13037,True,False,,True,True,True
13038,True,False,,True,True,True
13039,True,False,,True,True,True
13040,True,False,,True,True,True
13041,True,False,,True,True,True
13042,True,False,,True,True,True
13043,True,False,,True,True,True
13044,True,False,,True,True,True
13045,True,False,,True,True,True
13046,True,False,,True,True,True
13047,True,False,,True,True,True
13048,True,False,,True,True,True
13049,True,False,,True,True,True
13050,True,False,,True,True,True
13051,True,False,,True,True,True
13052,True,False,,True,True,True
13053,True,False,,True,True,True
13054,True,False,,True,True,True
13055,True,False,,True,True,True
13056,True,False,,True,True,True
13057,True,False,,True,True,True
13058,True,False,,True,True,True
13059,True,False,,True,True,True
13060,True,False,,True,True,True
13061,True,False,,True,True,True
13062,True,False,,True,True,True
13063,True,False,,True,True,True
13064,True,False,,True,True,True
13065,True,False,,True,True,True
13066,True,False,,True,True,True
13067,True,False,,True,True,True
13068,True,False,,True,True,True
13069,True,False,,True,True,True
13070,True,False,,True,True,True
13071,True,False,,True,True,False
13072,True,False,,True,True,True
13073,True,False,,True,True,True
13074,True,False,,True,True,True
13075,True,False,,True,True,True
13076,True,False,,True,True,True
13077,True,False,,True,True,True
13078,True,False,,True,True,True
13079,True,False,,True,True,True
13080,True,False,,True,True,True
13081,True,False,,True,True,True
13082,True,False,,True,True,True
13083,True,False,,True,True,True
13084,True,False,,True,True,True
13085,True,False,,True,True,True
13086,True,False,,True,True,True
13087,True,False,,True,True,True
13088,True,False,,True,True,True
13089,True,False,,True,True,True
13090,True,False,,True,True,True
13091,True,False,,True,True,True
13092,True,False,,True,True,True
13093,True,False,,True,True,True
13094,True,False,,True,True,True
13095,True,False,,True,True,True
13096,True,False,,True,True,True
13097,True,False,,True,True,True
13098,True,False,,True,True,True
13099,True,False,,True,True,True
13100,True,False,,True,True,True
13101,True,False,,True,True,True
13102,True,False,,True,True,True
13103,True,False,,True,True,True
13104,True,False,,True,True,True
13105,True,False,,True,True,True
13106,True,False,,True,True,True
13107,True,False,,True,True,True
13108,True,False,,True,True,True
13109,True,False,,True,True,True
13110,True,False,,True,True,True
13111,True,False,,True,True,True
13112,True,False,,True,True,True
13113,True,False,,True,True,True
13114,True,False,,True,True,True
13115,True,False,,True,True,True
13116,True,False,,True,True,True
13117,True,False,,True,True,True
13118,True,False,,True,True,True
13119,True,False,,True,True,True
13120,True,False,,True,True,True
13121,True,False,,True,True,True
13122,True,False,,True,True,True
13123,True,False,,True,True,True
13124,True,False,,True,True,True
13125,True,False,,True,True,True
13126,True,False,,True,True,True
13127,True,False,,True,True,True
13128,True,False,,True,True,True
13129,True,False,,True,True,True
13130,True,False,,True,True,True
13131,True,False,,True,True,True
13132,True,False,,True,True,True
13133,True,False,,True,True,True
13134,True,False,,True,True,True
13135,True,False,,True,True,True
13136,True,False,,True,True,True
13137,True,False,,True,True,True
13138,True,False,,True,True,True
13139,True,False,,True,True,True
13140,True,False,,True,True,True
13141,True,False,,True,True,True
13142,True,False,,True,True,True
13143,True,False,,True,True,True
13144,True,False,,True,True,True
13145,True,False,,True,True,True
13146,True,False,,True,True,True
13147,True,False,,True,True,True
13148,True,False,,True,True,True
13149,True,False,,True,True,True
13150,True,False,,True,True,True
13151,True,False,,True,True,True
13152,True,False,,True,True,True
13153,True,False,,True,True,True
13154,True,False,,True,True,True
13155,True,False,,True,True,True
13156,True,False,,True,True,True
13157,True,False,,True,True,True
13158,True,False,,True,True,True
13159,True,False,,True,True,True
13160,True,False,,True,True,True
13161,True,False,,True,True,True
13162,True,False,,True,True,True
13163,True,False,,True,True,True
13164,True,False,,True,True,True
13165,True,False,,True,True,True
13166,True,False,,True,True,True
13167,True,False,,True,True,True
13168,True,False,,True,True,True
13169,True,False,,True,True,True
13170,True,False,,True,True,True
13171,True,False,,True,True,True
13172,True,False,,True,True,True
13173,True,False,,True,True,True
13174,True,False,,True,True,True
13175,True,False,,True,True,True
13176,True,False,,True,True,True
13177,True,False,,True,True,True
13178,True,False,,True,True,True
13179,True,False,,True,True,True
13180,True,False,,True,True,True
13181,True,False,,True,True,True
13182,True,False,,True,True,True
13183,True,False,,True,True,True
13184,True,False,,True,True,True
13185,True,False,,True,True,True
13186,True,False,,True,True,True
13187,True,False,,True,True,True
13188,True,False,,True,True,True
13189,True,False,,True,True,True
13190,True,False,,True,True,True
13191,True,False,,True,True,True
13192,True,False,,True,True,True
13193,True,False,,True,True,True
13194,True,False,,True,True,True
13195,True,False,,True,True,True
13196,True,False,,True,True,True
13197,True,False,,True,True,True
13198,True,False,,True,True,True
13199,True,False,,True,True,True
13200,True,False,,True,True,True
13201,True,False,,True,True,True
13202,True,False,,True,True,True
13203,True,False,,True,True,True
13204,True,False,,True,True,True
13205,True,False,,True,True,True
13206,True,False,,True,True,True
13207,True,False,,True,True,True
13208,True,False,,True,True,True
13209,True,False,,True,True,True
13210,True,False,,True,True,True
13211,True,False,,True,True,True
13212,True,False,,True,True,True
13213,True,False,,True,True,True
13214,True,False,,True,True,True
13215,True,False,,True,True,True
13216,True,False,,True,True,True
13217,True,False,,True,True,True
13218,True,False,,True,True,True
13219,True,False,,True,True,True
13220,True,False,,True,True,True
13221,True,False,,True,True,True
13222,True,False,,True,True,True
13223,True,False,,True,True,True
13224,True,False,,True,True,True
13225,True,False,,True,True,True
13226,True,False,,True,True,True
13227,True,False,,True,True,True
13228,True,False,,True,True,True
13229,True,False,,True,True,True
13230,True,False,,True,True,True
13231,True,False,,True,True,True
13232,True,False,,True,True,True
13233,True,False,,True,True,True
13234,True,False,,True,True,True
13235,True,False,,True,True,True
13236,True,False,,True,True,True
13237,True,False,,False,True,False
13238,True,False,,True,True,True
13239,True,False,,True,True,True
13240,True,False,,True,True,True
13241,True,False,,True,True,True
13242,True,False,,True,True,True
13243,True,False,,True,True,True
13244,True,False,,True,True,True
13245,True,False,,True,True,True
13246,True,False,,True,True,True
13247,True,False,,True,True,True
13248,True,False,,True,True,True
13249,True,False,,True,True,True
13250,True,False,,True,True,True
13251,True,False,,True,True,True
13252,True,False,,True,True,True
13253,True,False,,True,True,True
13254,True,False,,True,True,True
13255,True,False,,True,True,True
13256,True,False,,True,True,True
13257,True,False,,True,True,True
13258,True,False,,True,True,True
13259,True,False,,True,True,True
13260,True,False,,True,True,True
13261,True,False,,True,True,True
13262,True,False,,True,True,True
13263,True,False,,True,True,True
13264,True,False,,True,True,True
13265,True,False,,True,True,True
13266,True,False,,True,True,True
13267,True,False,,True,True,True
13268,True,False,,True,True,True
13269,True,False,,True,True,True
13270,True,False,,True,True,True
13271,True,False,,True,True,True
13272,True,False,,True,True,True
13273,True,False,,True,True,True
13274,True,False,,True,True,True
13275,True,False,,True,True,True
13276,True,False,,True,True,True
13277,True,False,,True,True,True
13278,True,False,,True,True,True
13279,True,False,,True,True,True
13280,True,False,,True,True,True
13281,True,False,,True,True,True
13282,True,False,,True,True,True
13283,True,False,,True,True,True
13284,True,False,,True,True,True
13285,True,False,,True,True,True
13286,True,False,,True,True,True
13287,True,False,,True,True,True
13288,True,False,,True,True,True
13289,True,False,,True,True,True
13290,True,False,,True,True,True
13291,True,False,,True,True,True
13292,True,False,,True,True,True
13293,True,False,,True,True,True
13294,True,False,,True,True,True
13295,True,False,,True,True,True
13296,True,False,,True,True,True
13297,True,False,,True,True,True
13298,True,False,,True,True,True
13299,True,False,,True,True,True
13300,True,False,,True,True,True
13301,True,False,,True,True,True
13302,True,False,,True,True,False
13303,True,False,,True,True,True
13304,True,False,,True,True,False
13305,True,False,,True,True,True
13306,True,False,,True,True,True
13307,True,False,,True,True,True
13308,True,False,,True,True,True
13309,True,False,,True,True,True
13310,True,False,,True,True,True
13311,True,False,,True,True,True
13312,True,False,,True,True,True
13313,True,False,,True,True,True
13314,True,False,,True,True,True
13315,True,False,,True,True,True
13316,True,False,,True,True,True
13317,True,False,,True,True,True
13318,True,False,,True,True,True
13319,True,False,,True,True,True
13320,True,False,,True,True,True
13321,True,False,,True,True,True
13322,True,False,,True,True,True
13323,True,False,,True,True,True
13324,True,False,,True,True,True
13325,True,False,,True,True,True
13326,True,False,,True,True,True
13327,True,False,,True,True,True
13328,True,False,,True,True,True
13329,True,False,,True,True,True
13330,True,False,,True,True,True
13331,True,False,,True,True,True
13332,True,False,,True,True,True
13333,True,False,,True,True,True
13334,True,False,,True,True,True
13335,True,False,,True,True,True
13336,True,False,,True,True,True
13337,True,False,,True,True,True
13338,True,False,,True,True,True
13339,True,False,,True,True,True
13340,True,False,,True,True,True
13341,True,False,,True,True,True
13342,True,False,,True,True,True
13343,True,False,,True,True,True
13344,True,False,,True,True,True
13345,True,False,,True,True,True
13346,True,False,,True,True,True
13347,True,False,,True,True,True
13348,True,False,,True,True,True
13349,True,False,,True,True,True
13350,True,False,,True,True,True
13351,True,False,,True,True,True
13352,True,False,,True,True,True
13353,True,False,,True,True,True
13354,True,False,,True,True,True
13355,True,False,,True,True,True
13356,True,False,,True,True,True
13357,True,False,,True,True,True
13358,True,False,,True,True,True
13359,True,False,,True,True,True
13360,True,False,,True,True,True
13361,True,False,,True,True,True
13362,True,False,,True,True,True
13363,True,False,,True,True,True
13364,True,False,,True,True,True
13365,True,False,,True,True,True
13366,True,False,,True,True,True
13367,True,False,,True,True,True
13368,True,False,,True,True,True
13369,True,False,,True,True,True
13370,True,False,,True,True,True
13371,True,False,,True,True,True
13372,True,False,,True,True,True
13373,True,False,,True,True,True
13374,True,False,,True,True,True
13375,True,False,,True,True,True
13376,True,False,,True,True,True
13377,True,False,,True,True,True
13378,True,False,,True,True,True
13379,True,False,,True,True,True
13380,True,False,,True,True,True
13381,True,False,,True,True,True
13382,True,False,,True,True,True
13383,True,False,,True,True,True
13384,True,False,,True,True,True
13385,True,False,,True,True,True
13386,True,False,,True,True,True
13387,True,False,,True,True,True
13388,True,False,,True,True,True
13389,True,False,,True,True,True
13390,True,False,,True,True,True
13391,True,False,,True,True,True
13392,True,False,,True,True,True
13393,True,False,,True,True,True
13394,True,False,,True,True,True
13395,True,False,,True,True,True
13396,True,False,,True,True,True
13397,True,False,,True,True,True
13398,True,False,,True,True,True
13399,True,False,,True,True,True
13400,True,False,,True,True,True
13401,True,False,,True,True,True
13402,True,False,,True,True,True
13403,True,False,,True,True,True
13404,True,False,,True,True,True
13405,True,False,,True,True,True
13406,True,False,,True,True,True
13407,True,False,,True,True,True
13408,True,False,,True,True,True
13409,True,False,,True,True,True
13410,True,False,,True,True,True
13411,True,False,,True,True,True
13412,True,False,,True,True,True
13413,True,False,,True,True,True
13414,True,False,,True,True,True
13415,True,False,,True,True,True
13416,True,False,,True,True,True
13417,True,False,,True,True,True
13418,True,False,,True,True,True
13419,True,False,,True,True,True
13420,True,False,,True,True,True
13421,True,False,,True,True,True
13422,True,False,,True,True,True
13423,True,False,,True,True,True
13424,True,False,,True,True,True
13425,True,False,,True,True,True
13426,True,False,,True,True,True
13427,True,False,,True,True,True
13428,True,False,,True,True,True
13429,True,False,,True,True,True
13430,True,False,,True,True,True
13431,True,False,,True,True,True
13432,True,False,,True,True,True
13433,True,False,,True,True,True
13434,True,False,,True,True,True
13435,True,False,,True,True,True
13436,True,False,,True,True,True
13437,True,False,,True,True,True
13438,True,False,,True,True,True
13439,True,False,,True,True,True
13440,True,False,,True,True,True
13441,True,False,,True,True,True
13442,True,False,,True,True,True
13443,True,False,,True,True,True
13444,True,False,,True,True,True
13445,True,False,,True,True,True
13446,True,False,,True,True,True
13447,True,False,,True,True,True
13448,True,False,,True,True,True
13449,True,False,,True,True,True
13450,True,False,,True,True,True
13451,True,False,,True,True,True
13452,True,False,,True,True,True
13453,True,False,,True,True,True
13454,True,False,,True,True,True
13455,True,False,,True,True,True
13456,True,False,,True,True,True
13457,True,False,,True,True,True
13458,True,False,,True,True,True
13459,True,False,,True,True,True
13460,True,False,,True,True,True
13461,True,False,,True,True,True
13462,True,False,,True,True,True
13463,True,False,,True,True,True
13464,True,False,,True,True,True
13465,True,False,,True,True,True
13466,True,False,,True,True,True
13467,True,False,,True,True,True
13468,True,False,,True,True,True
13469,True,False,,True,True,True
13470,True,False,,True,True,True
13471,True,False,,True,True,True
13472,True,False,,True,True,True
13473,True,False,,True,True,True
13474,True,False,,True,True,True
13475,True,False,,True,True,True
13476,True,False,,True,True,True
13477,True,False,,True,True,True
13478,True,False,,True,True,True
13479,True,False,,True,True,True
13480,True,False,,True,True,True
13481,True,False,,True,True,True
13482,True,False,,True,True,True
13483,True,False,,True,True,True
13484,True,False,,True,True,True
13485,True,False,,True,True,True
13486,True,False,,True,True,True
13487,True,False,,True,True,True
13488,True,False,,True,True,True
13489,True,False,,True,True,True
13490,True,False,,True,True,True
13491,True,False,,True,True,True
13492,True,False,,True,True,True
13493,True,False,,True,True,True
13494,True,False,,True,True,True
13495,True,False,,True,True,True
13496,True,False,,True,True,True
13497,True,False,,True,True,True
13498,True,False,,True,True,True
13499,True,False,,True,True,True
13500,True,False,,True,True,True
13501,True,False,,True,True,True
13502,True,False,,True,True,True
13503,True,False,,True,True,True
13504,True,False,,True,True,True
13505,True,False,,True,True,True
13506,True,False,,True,True,True
13507,True,False,,True,True,True
13508,True,False,,True,True,True
13509,True,False,,True,True,True
13510,True,False,,True,True,True
13511,True,False,,True,True,True
13512,True,False,,True,True,True
13513,True,False,,True,True,True
13514,True,False,,True,True,True
13515,True,False,,True,True,True
13516,True,False,,True,True,True
13517,True,False,,True,True,True
13518,True,False,,True,True,True
13519,True,False,,True,True,True
13520,True,False,,True,True,True
13521,True,False,,True,True,True
13522,True,False,,True,True,True
13523,True,False,,True,True,True
13524,True,False,,True,True,True
13525,True,False,,True,True,True
13526,True,False,,True,True,True
13527,True,False,,True,True,True
13528,True,False,,True,True,True
13529,True,False,,True,True,True
13530,True,False,,True,True,True
13531,True,False,,True,True,True
13532,True,False,,True,True,True
13533,True,False,,True,True,True
13534,True,False,,True,True,True
13535,True,False,,True,True,True
13536,True,False,,True,True,True
13537,True,False,,True,True,False
13538,True,False,,True,True,True
13539,True,False,,True,True,True
13540,True,False,,True,True,True
13541,True,False,,True,True,True
13542,True,False,,True,True,True
13543,True,False,,True,True,True
13544,True,False,,True,True,True
13545,True,False,,True,True,True
13546,True,False,,True,True,True
13547,True,False,,True,True,True
13548,True,False,,True,True,True
13549,True,False,,True,True,True
13550,True,False,,True,True,True
13551,True,False,,True,True,True
13552,True,False,,True,True,True
13553,True,False,,True,True,True
13554,True,False,,True,True,True
13555,True,False,,True,True,True
13556,True,False,,True,True,True
13557,True,False,,True,True,True
13558,True,False,,True,True,True
13559,True,False,,True,True,True
13560,True,False,,True,True,True
13561,True,False,,True,True,True
13562,True,False,,True,True,True
13563,True,False,,True,True,True
13564,True,False,,True,True,True
13565,True,False,,True,True,True
13566,True,False,,True,True,True
13567,True,False,,True,True,True
13568,True,False,,True,True,False
13569,True,False,,True,True,True
13570,True,False,,True,True,True
13571,True,False,,True,True,True
13572,True,False,,True,True,True
13573,True,False,,True,True,True
13574,True,False,,True,True,True
13575,True,False,,True,True,True
13576,True,False,,True,True,True
13577,True,False,,True,True,True
13578,True,False,,True,True,True
13579,True,False,,True,True,True
13580,True,False,,True,True,True
13581,True,False,,True,True,True
13582,True,False,,True,True,True
13583,True,False,,True,True,True
13584,True,False,,True,True,True
13585,True,False,,True,True,True
13586,True,False,,True,True,True
13587,True,False,,True,True,True
13588,True,False,,True,True,True
13589,True,False,,True,True,True
13590,True,False,,True,True,True
13591,True,False,,True,True,True
13592,True,False,,True,True,True
13593,True,False,,True,True,True
13594,True,False,,True,True,True
13595,True,False,,True,True,True
13596,True,False,,True,True,True
13597,True,False,,True,True,True
13598,True,False,,True,True,True
13599,True,False,,True,True,True
13600,True,False,,True,True,True
13601,True,False,,True,True,True
13602,True,False,,True,True,True
13603,True,False,,True,True,True
13604,True,False,,True,True,True
13605,True,False,,True,True,True
13606,True,False,,True,True,True
13607,True,False,,True,True,True
13608,True,False,,True,True,True
13609,True,False,,True,True,True
13610,True,False,,True,True,True
13611,True,False,,True,True,True
13612,True,False,,True,True,True
13613,True,False,,True,True,True
13614,True,False,,True,True,True
13615,True,False,,True,True,True
13616,True,False,,True,True,True
13617,True,False,,True,True,True
13618,True,False,,True,True,True
13619,True,False,,True,True,True
13620,True,False,,True,True,True
13621,True,False,,True,True,True
13622,True,False,,True,True,True
13623,True,False,,True,True,True
13624,True,False,,True,True,True
13625,True,False,,True,True,True
13626,True,False,,True,True,True
13627,True,False,,True,True,True
13628,True,False,,True,True,True
13629,True,False,,True,True,True
13630,True,False,,True,True,True
13631,True,False,,True,True,True
13632,True,False,,True,True,True
13633,True,False,,True,True,True
13634,True,False,,True,True,True
13635,True,False,,True,True,True
13636,True,False,,True,True,True
13637,True,False,,True,True,True
13638,True,False,,True,True,True
13639,True,False,,True,True,True
13640,True,False,,True,True,True
13641,True,False,,True,True,True
13642,True,False,,True,True,True
13643,True,False,,True,True,True
13644,True,False,,True,True,True
13645,True,False,,True,True,True
13646,True,False,,True,True,True
13647,True,False,,True,True,True
13648,True,False,,True,True,True
13649,True,False,,True,True,True
13650,True,False,,True,True,True
13651,True,False,,True,True,True
13652,True,False,,True,True,True
13653,True,False,,True,True,True
13654,True,False,,True,True,True
13655,True,False,,True,True,True
13656,True,False,,True,True,True
13657,True,False,,True,True,True
13658,True,False,,True,True,True
13659,True,False,,True,True,True
13660,True,False,,True,True,True
13661,True,False,,True,True,True
13662,True,False,,True,True,True
13663,True,False,,True,True,True
13664,True,False,,True,True,True
13665,True,False,,True,True,True
13666,True,False,,True,True,True
13667,True,False,,True,True,True
13668,True,False,,True,True,True
13669,True,False,,True,True,True
13670,True,False,,True,True,True
13671,True,False,,True,True,True
13672,True,False,,True,True,True
13673,True,False,,True,True,True
13674,True,False,,True,True,True
13675,True,False,,True,True,True
13676,True,False,,True,True,True
13677,True,False,,True,True,True
13678,True,False,,True,True,True
13679,True,False,,True,True,True
13680,True,False,,True,True,True
13681,True,False,,True,True,True
13682,True,False,,True,True,True
13683,True,False,,True,True,True
13684,True,False,,True,True,True
13685,True,False,,True,True,True
13686,True,False,,True,True,True
13687,True,False,,True,True,True
13688,True,False,,True,True,True
13689,True,False,,True,True,True
13690,True,False,,True,True,True
13691,True,False,,True,True,True
13692,True,False,,True,True,True
13693,True,False,,True,True,True
13694,True,False,,True,True,True
13695,True,False,,True,True,True
13696,True,False,,True,True,True
13697,True,False,,True,True,True
13698,True,False,,True,True,True
13699,True,False,,True,True,True
13700,True,False,,True,True,True
13701,True,False,,True,True,True
13702,True,False,,True,True,True
13703,True,False,,True,True,True
13704,True,False,,True,True,True
13705,True,False,,True,True,True
13706,True,False,,True,True,True
13707,True,False,,True,True,True
13708,True,False,,True,True,True
13709,True,False,,True,True,True
13710,True,False,,True,True,True
13711,True,False,,True,True,True
13712,True,False,,True,True,True
13713,True,False,,True,True,True
13714,True,False,,True,True,True
13715,True,False,,True,True,True
13716,True,False,,True,True,True
13717,True,False,,True,True,True
13718,True,False,,True,True,True
13719,True,False,,True,True,True
13720,True,False,,True,True,True
13721,True,False,,True,True,True
13722,True,False,,True,True,True
13723,True,False,,True,True,True
13724,True,False,,True,True,True
13725,True,False,,True,True,True
13726,True,False,,True,True,True
13727,True,False,,True,True,True
13728,True,False,,True,True,True
13729,True,False,,True,True,True
13730,True,False,,True,True,True
13731,True,False,,True,True,True
13732,True,False,,True,True,True
13733,True,False,,True,True,True
13734,True,False,,True,True,True
13735,True,False,,True,True,True
13736,True,False,,True,True,True
13737,True,False,,True,True,True
13738,True,False,,True,True,True
13739,True,False,,True,True,True
13740,True,False,,True,True,True
13741,True,False,,True,True,True
13742,True,False,,True,True,True
13743,True,False,,True,True,True
13744,True,False,,True,True,True
13745,True,False,,True,True,True
13746,True,False,,True,True,True
13747,True,False,,True,True,True
13748,True,False,,True,True,True
13749,True,False,,True,True,True
13750,True,False,,True,True,True
13751,True,False,,True,True,True
13752,True,False,,True,True,True
13753,True,False,,True,True,True
13754,True,False,,True,True,True
13755,True,False,,True,True,True
13756,True,False,,True,True,True
13757,True,False,,True,True,True
13758,True,False,,True,True,True
13759,True,False,,True,True,True
13760,True,False,,True,True,True
13761,True,False,,True,True,True
13762,True,False,,True,True,True
13763,True,False,,True,True,True
13764,True,False,,True,True,True
13765,True,False,,True,True,True
13766,True,False,,True,True,True
13767,True,False,,True,True,True
13768,True,False,,True,True,True
13769,True,False,,True,True,True
13770,True,False,,True,True,True
13771,True,False,,True,True,True
13772,True,False,,True,True,True
13773,True,False,,True,True,True
13774,True,False,,True,True,True
13775,True,False,,True,True,True
13776,True,False,,True,True,True
13777,True,False,,True,True,True
13778,True,False,,True,True,True
13779,True,False,,True,True,True
13780,True,False,,True,True,True
13781,True,False,,True,True,True
13782,True,False,,True,True,True
13783,True,False,,True,True,True
13784,True,False,,True,True,True
13785,True,False,,True,True,True
13786,True,False,,True,True,True
13787,True,False,,True,True,True
13788,True,False,,True,True,True
13789,True,False,,True,True,True
13790,True,False,,True,True,True
13791,True,False,,True,True,True
13792,True,False,,True,True,True
13793,True,False,,True,True,True
13794,True,False,,True,True,True
13795,True,False,,True,True,True
13796,True,False,,True,True,True
13797,True,False,,True,True,True
13798,True,False,,True,True,True
13799,True,False,,True,True,True
13800,True,False,,True,True,True
13801,True,False,,True,True,True
13802,True,False,,True,True,True
13803,True,False,,True,True,True
13804,True,False,,True,True,True
13805,True,False,,True,True,True
13806,True,False,,True,True,True
13807,True,False,,True,True,True
13808,True,False,,True,True,True
13809,True,False,,True,True,True
13810,True,False,,True,True,True
13811,True,False,,True,True,True
13812,True,False,,True,True,True
13813,True,False,,True,True,True
13814,True,False,,True,True,True
13815,True,False,,True,True,True
13816,True,False,,True,True,True
13817,True,False,,True,True,True
13818,True,False,,True,True,True
13819,True,False,,True,True,True
13820,True,False,,True,True,True
13821,True,False,,True,True,True
13822,True,False,,True,True,True
13823,True,False,,True,True,True
13824,True,False,,True,True,True
13825,True,False,,True,True,True
13826,True,False,,True,True,True
13827,True,False,,True,True,True
13828,True,False,,True,True,True
13829,True,False,,True,True,True
13830,True,False,,True,True,True
13831,True,False,,True,True,True
13832,True,False,,True,True,True
13833,True,False,,True,True,True
13834,True,False,,True,True,True
13835,True,False,,True,True,True
13836,True,False,,True,True,True
13837,True,False,,True,True,True
13838,True,False,,True,True,True
13839,True,False,,True,True,True
13840,True,False,,True,True,True
13841,True,False,,True,True,True
13842,True,False,,True,True,True
13843,True,False,,True,True,True
13844,True,False,,True,True,True
13845,True,False,,True,True,True
13846,True,False,,True,True,True
13847,True,False,,True,True,True
13848,True,False,,True,True,True
13849,True,False,,True,True,True
13850,True,False,,True,True,True
13851,True,False,,True,True,True
13852,True,False,,True,True,True
13853,True,False,,True,True,True
13854,True,False,,True,True,True
13855,True,False,,True,True,True
13856,True,False,,True,True,True
13857,True,False,,True,True,True
13858,True,False,,True,True,True
13859,True,False,,True,True,True
13860,True,False,,True,True,True
13861,True,False,,True,True,True
13862,True,False,,True,True,True
13863,True,False,,True,True,True
13864,True,False,,True,True,True
13865,True,False,,True,True,True
13866,True,False,,True,True,True
13867,True,False,,True,True,True
13868,True,False,,True,True,True
13869,True,False,,True,True,True
13870,True,False,,True,True,True
13871,True,False,,True,True,True
13872,True,False,,True,True,True
13873,True,False,,True,True,True
13874,True,False,,True,True,True
13875,True,False,,True,True,True
13876,True,False,,True,True,True
13877,True,False,,True,True,True
13878,True,False,,True,True,True
13879,True,False,,True,True,True
13880,True,False,,True,True,True
13881,True,False,,True,True,True
13882,True,False,,True,True,True
13883,True,False,,True,True,True
13884,True,False,,True,True,True
13885,True,False,,True,True,True
13886,True,False,,True,True,True
13887,True,False,,True,True,True
13888,True,False,,True,True,True
13889,True,False,,True,True,True
13890,True,False,,True,True,True
13891,True,False,,True,True,True
13892,True,False,,True,True,True
13893,True,False,,True,True,True
13894,True,False,,True,True,True
13895,True,False,,True,True,True
13896,True,False,,True,True,True
13897,True,False,,True,True,True
13898,True,False,,True,True,True
13899,True,False,,True,True,True
13900,True,False,,True,True,True
13901,True,False,,True,True,True
13902,True,False,,True,True,True
13903,True,False,,True,True,True
13904,True,False,,True,True,True
13905,True,False,,True,True,True
13906,True,False,,True,True,True
